case_number,year,month,day,country,activity,species,type,people_involved,sex,fatal
1896.12.20,1896.0,12.0,20.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,Y
1896.12.17.R,1896.0,12.0,17.0,NZL,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1896.11.29,1896.0,11.0,29.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1896.11.01,1896.0,11.0,1.0,AUS,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1896.09.11.R,1896.0,9.0,11.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,U,U,N
1896.07.25,1896.0,7.0,25.0,USA,Fishing_Activity,Unknown,Unprovoked,I,U,Y
1896.06.21.R,1896.0,6.0,21.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1896.01.11,1896.0,1.0,11.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1895.12.09,1895.0,12.0,9.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1895.11.21.R,1895.0,11.0,21.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1895.11.16,1895.0,11.0,16.0,AUS,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1895.09.14.R,1895.0,9.0,14.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1895.08.11,1895.0,8.0,11.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1895.08.02,1895.0,8.0,2.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1895.07.16.R,1895.0,7.0,16.0,JPN,Misc_Activity,Unknown,Unprovoked,I,M,Y
1895.06.13.R,1895.0,6.0,13.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,U,N
1895.06.03.R,1895.0,6.0,3.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1895.05.21,1895.0,5.0,21.0,BHS,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1895.05.03,1895.0,5.0,3.0,NZL,Boat_Craft_Activity,Unknown,Unprovoked,I,M,Y
1895.04.29,1895.0,4.0,29.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1895.04.23,1895.0,4.0,23.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1895.03.29.R,1895.0,3.0,29.0,IDN,Swimming_Activity,Unknown,Unprovoked,M,S,Y
1895.03.15,1895.0,3.0,15.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1895.02.27,1895.0,2.0,27.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1895.02.23.R,1895.0,2.0,23.0,PAN,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1894.12.11,1894.0,12.0,11.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1894.11.28,1894.0,11.0,28.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1894.10.06.R,1894.0,10.0,6.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1894.09.12.R,1894.0,9.0,12.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1894.09.06.R,1894.0,9.0,6.0,OTH,Misc_Activity,Unknown,Unprovoked,I,F,N
1894.09.01.R,1894.0,9.0,1.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1894.08.21,1894.0,8.0,21.0,USA,Swimming_Activity,Shovelnose,Unprovoked,I,F,N
1894.08.01,1894.0,8.0,1.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1894.07.15.R,1894.0,7.0,15.0,OTH,Fishing_Activity,Unknown,Unprovoked,I,M,N
1894.06.25,1894.0,6.0,25.0,ZAF,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1894.06.15.b.R,1894.0,6.0,15.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1894.06.15.a.R,1894.0,6.0,15.0,MEX,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1894.04.28.b.R,1894.0,4.0,28.0,OTH,Wading_Activity,Unknown,Unprovoked,I,F,Y
1894.04.28.a.R,1894.0,4.0,28.0,OTH,Wading_Activity,Unknown,Unprovoked,I,F,Y
1893.10.20.R,1893.0,10.0,20.0,IND,Misc_Activity,Unknown,Unprovoked,I,M,Y
1893.07.03,1893.0,7.0,3.0,PHL,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1893.06.22.R,1893.0,6.0,22.0,OTH,Sea_Disaster,Unknown,Unprovoked,M,S,Y
1893.06.22,1893.0,6.0,22.0,OTH,Sea_Disaster,Unknown,Unprovoked,M,S,Y
1893.05.23.R,1893.0,5.0,23.0,OTH,Paddle_Boat_Activity,Unknown,Unprovoked,I,F,Y
1893.05.17,1893.0,5.0,17.0,CUB,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1893.04.15,1893.0,4.0,15.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,N
1893.04.14,1893.0,4.0,14.0,AUS,Sea_Disaster,Unknown,Unprovoked,I,U,N
1893.01.30.R,1893.0,1.0,30.0,NZL,Wading_Activity,Unknown,Unprovoked,I,F,Y
1893.01.18.R,1893.0,1.0,18.0,PYF,Misc_Activity,Unknown,Unprovoked,I,M,Y
1892.12.15,1892.0,12.0,15.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1892.11.09.R,1892.0,11.0,9.0,AUS,Fishing_Activity,Unknown,Unprovoked,I,M,N
1892.11.06,1892.0,11.0,6.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,F,N
1892.09.16.R,1892.0,9.0,16.0,USA,Unknown_Activity,Unknown,Unprovoked,I,U,N
1892.06.20.R,1892.0,6.0,20.0,CUB,Wading_Activity,Unknown,Unprovoked,I,U,Y
1892.05.19.R,1892.0,5.0,19.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,N
1892.04.21.R,1892.0,4.0,21.0,BHS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1892.03.25.R,1892.0,3.0,25.0,OTH,Paddle_Boat_Activity,Unknown,Unprovoked,U,U,Y
1892.03.02,1892.0,3.0,2.0,AUS,Fishing_Activity,Unknown,Provoked,I,M,N
1891.12.31.R,1891.0,12.0,31.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1891.12.22.R,1891.0,12.0,22.0,NZL,Sea_Disaster,Unknown,Unprovoked,I,M,N
1891.11.29,1891.0,11.0,29.0,OTH,Human_Rescue_Activity,Unknown,Unprovoked,I,M,N
1891.09.14.R,1891.0,9.0,14.0,OTH,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1891.08.30.R,1891.0,8.0,30.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1891.08.29,1891.0,8.0,29.0,USA,Shark_Hunting_Activity,Unknown,Provoked,I,F,N
1891.03.10,1891.0,3.0,10.0,OTH,Swimming_Activity,Unknown,Unprovoked,U,U,Y
1891.01.08.R,1891.0,1.0,8.0,JAM,Sea_Disaster,Unknown,Unprovoked,M,S,Y
1890.12.27.R,1890.0,12.0,27.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,U,N
1890.10.25.R,1890.0,10.0,25.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1890.08.17.R,1890.0,8.0,17.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1890.08.09,1890.0,8.0,9.0,USA,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1890.08.08,1890.0,8.0,8.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,N
1890.06.26,1890.0,6.0,26.0,HRV,Swimming_Activity,Unknown,Unprovoked,I,U,N
1890.06.14.R,1890.0,6.0,14.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,N
1890.06.02.R,1890.0,6.0,2.0,EGY,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1890.03.03.R,1890.0,3.0,3.0,OTH,Free_Diving_Activity,Unknown,Unknown,I,M,Y
1890.02.25,1890.0,2.0,25.0,OTH,Board_Activity,Unknown,Watercraft,M,S,Y
1889.11.22,1889.0,11.0,22.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1889.10.03.R,1889.0,10.0,3.0,IND,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1889.07.21,1889.0,7.0,21.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1889.07.19,1889.0,7.0,19.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1889.07.08,1889.0,7.0,8.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1889.01.31.R,1889.0,1.0,31.0,USA,Fishing_Activity,Unknown,Provoked,U,U,N
1888.12.25.R,1888.0,12.0,25.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,N
1888.12.09,1888.0,12.0,9.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1888.10.23.R,1888.0,10.0,23.0,HRV,Unknown_Activity,Unknown,Unprovoked,U,U,Y
1888.08.14,1888.0,8.0,14.0,OTH,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1888.08.01.R,1888.0,8.0,1.0,USA,Boat_Craft_Activity,Unknown,Watercraft,I,M,N
1888.07.13.R,1888.0,7.0,13.0,IND,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1888.06.24,1888.0,6.0,24.0,AUS,Fishing_Activity,Unknown,Watercraft,M,S,N
1888.02.17,1888.0,2.0,17.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1888.01.22,1888.0,1.0,22.0,AUS,Paddle_Boat_Activity,Unknown,Watercraft,I,U,N
1887.12.22.R,1887.0,12.0,22.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1887.12.04,1887.0,12.0,4.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1887.10.18,1887.0,10.0,18.0,USA,Paddle_Boat_Activity,Unknown,Unprovoked,I,M,Y
1887.09.22,1887.0,9.0,22.0,ITA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1887.07.30,1887.0,7.0,30.0,OTH,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1887.03.12,1887.0,3.0,12.0,AUS,Paddle_Boat_Activity,Unknown,Watercraft,I,M,N
1887.02.08.R,1887.0,2.0,8.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1887.02.08,1887.0,2.0,8.0,ZAF,Unknown_Activity,Unknown,Provoked,U,U,N
1887.01.20,1887.0,1.0,20.0,OTH,Sea_Disaster,Unknown,Sea Disaster,I,U,Y
1887.01.12,1887.0,1.0,12.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1886.07.10,1886.0,7.0,10.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1886.06.17,1886.0,6.0,17.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,U,Y
1886.05.06,1886.0,5.0,6.0,NCL,Wading_Activity,Unknown,Unprovoked,I,M,Y
1886.04.26,1886.0,4.0,26.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1886.02.13.R,1886.0,2.0,13.0,AUS,Fishing_Activity,Unknown,Watercraft,I,M,N
1886.01.28,1886.0,1.0,28.0,ZAF,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1886.01.26,1886.0,1.0,26.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1886.01.01,1886.0,1.0,1.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1885.11.26.R,1885.0,11.0,26.0,AUS,Unknown_Activity,Unknown,Watercraft,I,M,N
1885.11.26,1885.0,11.0,26.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1885.08.17,1885.0,8.0,17.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1885.07.26.c,1885.0,7.0,26.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1885.07.26.b,1885.0,7.0,26.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1885.07.26.a,1885.0,7.0,26.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1885.04.16.R,1885.0,4.0,16.0,OTH,Swimming_Activity,Unknown,Unprovoked,M,S,Y
1885.04.09,1885.0,4.0,9.0,NZL,Wading_Activity,Unknown,Unprovoked,I,U,N
1885.03.28,1885.0,3.0,28.0,ZAF,Fishing_Activity,Unknown,Unprovoked,I,M,N
1884.12.13,1884.0,12.0,13.0,AUS,Boat_Craft_Activity,Unknown,Sea Disaster,I,M,Y
1884.12.08.R,1884.0,12.0,8.0,OTH,Unknown_Activity,Unknown,Provoked,I,U,Y
1884.08.28.R.,1884.0,8.0,28.0,USA,Boat_Craft_Activity,Unknown,Unprovoked,I,M,N
1884.01.16,1884.0,1.0,16.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1884.01.14,1884.0,1.0,14.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,F,Y
1883.12.19,1883.0,12.0,19.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1883.12.18.R,1883.0,12.0,18.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1883.10.20.R,1883.0,10.0,20.0,OTH,Falling_Into_Water,Unknown,Unprovoked,M,S,Y
1883.10.19.R,1883.0,10.0,19.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1883.09.14.R,1883.0,9.0,14.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1883.07.05,1883.0,7.0,5.0,OTH,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
1883.02.26.R,1883.0,2.0,26.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1883.02.25.R,1883.0,2.0,25.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1883.01.21,1883.0,1.0,21.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1882.12.03,1882.0,12.0,3.0,NZL,Shark_Handling_Activity,Unknown,Provoked,I,M,N
1882.11.12.b,1882.0,11.0,12.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,N
1882.11.12.a,1882.0,11.0,12.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,N
1882.05.14,1882.0,5.0,14.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,N
1882.05.12.R,1882.0,5.0,12.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1882.04.15,1882.0,4.0,15.0,AUS,Fishing_Activity,Unknown,Unprovoked,U,U,Y
1882.02.07.R,1882.0,2.0,7.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1882.01.23.R,1882.0,1.0,23.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1882.01.05.R,1882.0,1.0,5.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1881.09.05,1881.0,9.0,5.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,Y
1881.08.16.R,1881.0,8.0,16.0,OTH,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1881.08.12,1881.0,8.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1881.06.25,1881.0,6.0,25.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,N
1881.06.13,1881.0,6.0,13.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1880.11.25,1880.0,11.0,25.0,AUS,Swimming_Activity,Bull,Unprovoked,I,M,Y
1880.10.10,1880.0,10.0,10.0,AUS,Boat_Craft_Activity,Unknown,Sea Disaster,M,S,Y
1880.08.08,1880.0,8.0,8.0,MOZ,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1880.07.25,1880.0,7.0,25.0,USA,Boat_Craft_Activity,Unknown,Watercraft,I,M,N
1880.05.15,1880.0,5.0,15.0,IND,Unknown_Activity,Unknown,Unprovoked,I,M,N
1880.05.14,1880.0,5.0,14.0,IND,Wading_Activity,Unknown,Unprovoked,I,F,N
1880.05.02.b,1880.0,5.0,2.0,IND,Wading_Activity,Unknown,Unprovoked,I,U,Y
1880.05.02.a,1880.0,5.0,2.0,IND,Wading_Activity,Unknown,Unprovoked,I,M,Y
1880.01.22,1880.0,1.0,22.0,AUS,Fishing_Activity,Unknown,Watercraft,I,M,N
1880.01.03,1880.0,1.0,3.0,AUS,Wading_Activity,Unknown,Unprovoked,I,F,N
1879.12.24,1879.0,12.0,24.0,IND,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1879.11.10,1879.0,11.0,10.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,U,N
1879.09.22,1879.0,9.0,22.0,ESP,Fishing_Activity,Unknown,Provoked,U,U,N
1879.08.30.R,1879.0,8.0,30.0,OTH,Unknown_Activity,Unknown,Sea Disaster,I,M,N
1879.07.03,1879.0,7.0,3.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1879.03.19,1879.0,3.0,19.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,Y
1878.11.17,1878.0,11.0,17.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1878.10.24.R,1878.0,10.0,24.0,IDN,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1878.10.13,1878.0,10.0,13.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,U,Y
1878.09.14.R,1878.0,9.0,14.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1878.09.02.b,1878.0,9.0,2.0,OTH,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1878.09.02.a,1878.0,9.0,2.0,OTH,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1878.08.09,1878.0,8.0,9.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1878.08.08,1878.0,8.0,8.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1878.06.10,1878.0,6.0,10.0,PHL,Unknown_Activity,Unknown,Unprovoked,I,F,Y
1878.03.30.R,1878.0,3.0,30.0,OTH,Unknown_Activity,Unknown,Unprovoked,U,U,N
1878.02.13,1878.0,2.0,13.0,ZAF,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1878.02.02,1878.0,2.0,2.0,OTH,Inflatable_Craft_Activity,Unknown,Sea Disaster,I,U,Y
1877.12.15.R,1877.0,12.0,15.0,OTH,Unknown_Activity,Unknown,Sea Disaster,I,F,Y
1877.12.15,1877.0,12.0,15.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1877.12.12,1877.0,12.0,12.0,AUS,Falling_Into_Water,Unknown,Unprovoked,M,S,Y
1877.09.15,1877.0,9.0,15.0,AUS,Fishing_Activity,Unknown,Unprovoked,I,M,N
1877.04.07,1877.0,4.0,7.0,AUS,Unknown_Activity,Broad_Nose_Seven_Gill,Provoked,I,M,N
1877.04.04.,1877.0,4.0,4.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1877.03.16,1877.0,3.0,16.0,ITA,Board_Activity,Unknown,Unprovoked,I,M,N
1877.03.11,1877.0,3.0,11.0,OTH,Unknown_Activity,Unknown,Unprovoked,I,M,N
1877.02.17.R,1877.0,2.0,17.0,AUS,Fishing_Activity,Unknown,Unprovoked,I,M,N
1877.01.28,1877.0,1.0,28.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1877.01.24.R,1877.0,1.0,24.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,F,N
1876.10.13.R,1876.0,10.0,13.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1876.09.07.R,1876.0,9.0,7.0,OTH,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1876.06.04.R,1876.0,6.0,4.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1876.05.14,1876.0,5.0,14.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1876.02.06,1876.0,2.0,6.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1875.11.27.R,1875.0,11.0,27.0,AUS,Fishing_Activity,Unknown,Unprovoked,I,M,N
1875.03.03,1875.0,3.0,3.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,Y
1874.11.21,1874.0,11.0,21.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1874.11.14.R,1874.0,11.0,14.0,HRV,Fishing_Activity,Unknown,Watercraft,M,S,N
1874.07.23,1874.0,7.0,23.0,OTH,Fishing_Activity,Unknown,Watercraft,U,U,N
1874.07.15.R,1874.0,7.0,15.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1874.07.15,1874.0,7.0,15.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1876.06.18.R,1876.0,6.0,18.0,MEX,Wading_Activity,Unknown,Unprovoked,I,U,Y
1874.06.15.b.R,1874.0,6.0,15.0,OTH,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1874.06.15.a.R,1874.0,6.0,15.0,OTH,Sea_Disaster,Unknown,Unprovoked,I,M,N
1874.04.20.R,1874.0,4.0,20.0,OTH,Fishing_Activity,Great_White,Watercraft,M,S,N
1874.02.15,1874.0,2.0,15.0,OTH,Paddle_Boat_Activity,Unknown,Sea Disaster,U,U,Y
1874.01.09,1874.0,1.0,9.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1873.07.28,1873.0,7.0,28.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1873.01.09.R,1873.0,1.0,9.0,AUS,Wading_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1872.11.30.R,1872.0,11.0,30.0,OTH,Swimming_Activity,Unknown,Unprovoked,M,S,Y
1872.10.22,1872.0,10.0,22.0,BHS,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1872.04.03.R,1872.0,4.0,3.0,USA,Paddle_Boat_Activity,Unknown,Unprovoked,I,U,N
1872.02.26,1872.0,2.0,26.0,AUS,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1871.08.29.R,1871.0,8.0,29.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1871.05.22.R,1871.0,5.0,22.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,N
1871.05.13.R,1871.0,5.0,13.0,OTH,Misc_Activity,Unknown,Unknown,I,M,Y
1871.03.24,1871.0,3.0,24.0,IND,Wading_Activity,Unknown,Unprovoked,I,U,Y
1870.07.27,1870.0,7.0,27.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1870.06.19,1870.0,6.0,19.0,IND,Wading_Activity,Unknown,Unprovoked,I,M,N
1870.06.01,1870.0,6.0,1.0,IND,Wading_Activity,Unknown,Unprovoked,I,M,N
1870.05.26.R,1870.0,5.0,26.0,AUS,Fishing_Activity,Unknown,Unprovoked,I,F,N
1870.05.18,1870.0,5.0,18.0,IND,Wading_Activity,Unknown,Unprovoked,I,M,N
1870.05.11,1870.0,5.0,11.0,IND,Wading_Activity,Unknown,Unprovoked,I,M,N
1870.01.09,1870.0,1.0,9.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1869.04.15.R,1869.0,4.0,15.0,AUS,Fishing_Activity,Tiger,Unprovoked,I,M,N
1868.09.01,1868.0,9.0,1.0,ITA,Unknown_Activity,Great_White,Unprovoked,I,M,Y
1868.05.13,1868.0,5.0,13.0,IND,Wading_Activity,Ganges,Unprovoked,I,M,Y
1868.01.17,1868.0,1.0,17.0,OTH,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1868.01.04.R,1868.0,1.0,4.0,AUS,Fishing_Activity,Unknown,Sea Disaster,I,M,N
1867.08.22.R,1867.0,8.0,22.0,EGY,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1867.06.26,1867.0,6.0,26.0,CUB,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1867.01.26.R,1867.0,1.0,26.0,AUS,Unknown_Activity,Unknown,Watercraft,U,U,N
1866.07.09.R,1866.0,7.0,9.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,Y
1865.09.02,1865.0,9.0,2.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1865.07.14.R,1865.0,7.0,14.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,Y
1865.03.01.R,1865.0,3.0,1.0,ZAF,Fishing_Activity,Unknown,Watercraft,M,S,Y
1864.10.02,1864.0,10.0,2.0,USA,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1864.09.18.R,1864.0,9.0,18.0,OTH,Shark_Handling_Activity,Unknown,Provoked,I,M,N
1864.08.12,1864.0,8.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1864.07.25,1864.0,7.0,25.0,ESP,Wading_Activity,Unknown,Unprovoked,I,M,Y
1864.04.09,1864.0,4.0,9.0,OTH,Swimming_Activity,Unknown,Unprovoked,M,S,N
1864.01.27.R,1864.0,1.0,27.0,PAN,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1864.01.16.R,1864.0,1.0,16.0,NZL,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1864.01.02,1864.0,1.0,2.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,N
1863.12.14,1863.0,12.0,14.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,Y
1863.09.13.R,1863.0,9.0,13.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1863.07.09,1863.0,7.0,9.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1863.03.05,1863.0,3.0,5.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1863.01.10,1863.0,1.0,10.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1862.12.22,1862.0,12.0,22.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1862.12.19.R,1862.0,12.0,19.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1862.08.15.R,1862.0,8.0,15.0,ESP,Wading_Activity,Unknown,Unprovoked,I,F,N
1862.07.25,1862.0,7.0,25.0,ESP,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1862.07.14,1862.0,7.0,14.0,ESP,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1862.07.13,1862.0,7.0,13.0,ESP,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1862.06.03,1862.0,6.0,3.0,ZAF,Unknown_Activity,Unknown,Unprovoked,I,M,N
1862.05.05,1862.0,5.0,5.0,ZAF,Wading_Activity,Unknown,Unprovoked,I,M,N
1861.11.10,1861.0,11.0,10.0,OTH,Wading_Activity,Unknown,Unprovoked,M,S,Y
1861.09.25.R,1861.0,9.0,25.0,CUB,Sea_Disaster,Unknown,Unprovoked,I,M,N
1861.02.12.R,1861.0,2.0,12.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1861.01.15.R,1861.0,1.0,15.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1860.12.26,1860.0,12.0,26.0,AUS,Wading_Activity,Unknown,Unprovoked,U,U,N
1860.08.01,1860.0,8.0,1.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1860.03.27,1860.0,3.0,27.0,OTH,Sea_Disaster,Unknown,Sea Disaster,I,U,Y
1860.03.11,1860.0,3.0,11.0,BHS,Boat_Craft_Activity,Unknown,Unprovoked,I,M,Y
1859.03.16,1859.0,3.0,16.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1858.04.04,1858.0,4.0,4.0,OTH,Wading_Activity,Unknown,Unprovoked,I,M,N
1858.03.14,1858.0,3.0,14.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1858.01.14.R,1858.0,1.0,14.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
