case_number,year,month,day,country,activity,species,type,people_involved,sex,fatal
1920.11.29,1920.0,11.0,29.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1921.08.22,1921.0,8.0,22.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1920.11.22,1920.0,11.0,22.0,AUS,Wading_Activity,Sandy_Dogfish,Unprovoked,I,M,N
1920.11.04,1920.0,11.0,4.0,PHL,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1920.07.05.R,1920.0,7.0,5.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1920.06.29,1920.0,6.0,29.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1920.06.27,1920.0,6.0,27.0,OTH,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
1920.03.08,1920.0,3.0,8.0,AUS,Sea_Disaster,Unknown,Unprovoked,I,M,N
1920.01.24.R.b,1920.0,1.0,24.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1920.02.03,1920.0,2.0,3.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,F,N
1920.01.24.R.a,1920.0,1.0,24.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1920.01.15,1920.0,1.0,15.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1919.12.30.R,1919.0,12.0,30.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1919.12.07,1919.0,12.0,7.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1919.11.18,1919.0,11.0,18.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1919.09.12,1919.0,9.0,12.0,OTH,Board_Activity,Unknown,Unprovoked,M,S,Y
1919.08.10,1919.0,8.0,10.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1919.05.29,1919.0,5.0,29.0,USA,Swimming_Activity,Unknown,Unprovoked,I,U,N
1919.04.06,1919.0,4.0,6.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,F,Y
1919.01.17,1919.0,1.0,17.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1919.01.15,1919.0,1.0,15.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,F,N
1919.01.09,1919.0,1.0,9.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1919.01.05,1919.0,1.0,5.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1918.09.19,1918.0,9.0,19.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1918.03.22,1918.0,3.0,22.0,AUS,Board_Activity,Unknown,Unprovoked,I,M,N
1917.12.15,1917.0,12.0,15.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1917.09.21,1917.0,9.0,21.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1917.09.09,1917.0,9.0,9.0,USA,Shark_Handling_Activity,Unknown,Provoked,I,M,N
1917.07.18,1917.0,7.0,18.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,M,Y
1917.07.15,1917.0,7.0,15.0,OTH,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1917.06.03,1917.0,6.0,3.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1917.05.31,1917.0,5.0,31.0,PHL,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1917.05.05,1917.0,5.0,5.0,OTH,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,U,N
1916.12.30,1916.0,12.0,30.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1916.12.08.b,1916.0,12.0,8.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1916.12.08.a,1916.0,12.0,8.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,F,N
1916.11.15,1916.0,11.0,15.0,PAN,Unknown_Activity,Unknown,Provoked,I,M,N
1916.11.10,1916.0,11.0,10.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1916.11.09,1916.0,11.0,9.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1916.10.11,1916.0,10.0,11.0,USA,Fishing_Activity,Unknown,Provoked,I,M,Y
1916.08.24,1916.0,8.0,24.0,USA,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,N
1916.07.26,1916.0,7.0,26.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1916.07.13,1916.0,7.0,13.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1916.07.12.c,1916.0,7.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1916.07.12.b,1916.0,7.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1916.07.12.a,1916.0,7.0,12.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1916.07.11,1916.0,7.0,11.0,BHS,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1916.07.08,1916.0,7.0,8.0,ESP,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1916.07.07,1916.0,7.0,7.0,PHL,Wading_Activity,Unknown,Unprovoked,I,M,N
1916.07.06,1916.0,7.0,6.0,USA,Swimming_Activity,Great_White,Unprovoked,I,M,Y
1916.07.01,1916.0,7.0,1.0,USA,Swimming_Activity,Great_White,Unprovoked,I,M,Y
1916.06.30,1916.0,6.0,30.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1916.06.24.R,1916.0,6.0,24.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1916.06.23,1916.0,6.0,23.0,USA,Unknown_Activity,Unknown,Provoked,I,M,N
1916.04.25.R,1916.0,4.0,25.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1916.04.03,1916.0,4.0,3.0,AUS,Paddle_Boat_Activity,Unknown,Unprovoked,I,M,Y
1916.03.19,1916.0,3.0,19.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1915.12.09.R,1915.0,12.0,9.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1915.11.10,1915.0,11.0,10.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1915.11.08,1915.0,11.0,8.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1915.08.03,1915.0,8.0,3.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
1915.07.06.a.R,1915.0,7.0,6.0,MEX,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1915.03.29,1915.0,3.0,29.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,U,N
1915.02.06,1915.0,2.0,6.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1915.01.01,1915.0,1.0,1.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1914.12.04.R,1914.0,12.0,4.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1914.10.17,1914.0,10.0,17.0,OTH,Board_Activity,Unknown,Sea Disaster,I,F,N
1914.09.26.R,1914.0,9.0,26.0,JAM,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1914.09.05,1914.0,9.0,5.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1914.07.15.R,1914.0,7.0,15.0,HRV,Wading_Activity,Unknown,Unprovoked,I,F,N
1914.07.08.R,1914.0,7.0,8.0,USA,Fishing_Activity,Unknown,Provoked,I,U,N
1914.07.07,1914.0,7.0,7.0,HRV,Unknown_Activity,Unknown,Unprovoked,I,M,N
1914.06.12,1914.0,6.0,12.0,OTH,Fishing_Activity,Unknown,Watercraft,I,M,N
1914.06.10,1914.0,6.0,10.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1914.05.31,1914.0,5.0,31.0,NCL,Swimming_Activity,Unknown,Sea Disaster,I,M,Y
1914.05.14,1914.0,5.0,14.0,USA,Fishing_Activity,Unknown,Provoked,I,F,N
1914.03.10.R,1914.0,3.0,10.0,OTH,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1914.03.03,1914.0,3.0,3.0,USA,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,U,Y
1914.02.09.R,1914.0,2.0,9.0,AUS,Wading_Activity,Tiger,Unprovoked,I,M,N
1914.02.03,1914.0,2.0,3.0,AUS,Paddle_Boat_Activity,Unknown,Unprovoked,I,M,N
1914.01.17.R,1914.0,1.0,17.0,AUS,Wading_Activity,Unknown,Unprovoked,I,F,N
1913.12.30.R,1913.0,12.0,30.0,USA,Fishing_Activity,Unknown,Provoked,I,F,N
1913.12.26.R,1913.0,12.0,26.0,CUB,Unknown_Activity,Unknown,Sea Disaster,I,M,Y
1913.11.27,1913.0,11.0,27.0,OTH,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1913.11.21,1913.0,11.0,21.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1913.09.21,1913.0,9.0,21.0,USA,Unknown_Activity,Unspecified_Hammerhead,Unprovoked,I,M,N
1913.09.03,1913.0,9.0,3.0,HRV,Unknown_Activity,Unknown,Provoked,I,U,N
1913.07.12,1913.0,7.0,12.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1913.07.10.R,1913.0,7.0,10.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1913.05.21,1913.0,5.0,21.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1913.05.02,1913.0,5.0,2.0,AUS,Fishing_Activity,Unknown,Provoked,I,M,N
1913.03.27,1913.0,3.0,27.0,OTH,Unknown_Activity,Unknown,Unprovoked,I,M,N
1912.11.30.R,1912.0,11.0,30.0,PHL,Sea_Disaster,Unknown,Sea Disaster,I,F,Y
1912.08.30,1912.0,8.0,30.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1912.07.23,1912.0,7.0,23.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1912.07.06.R,1912.0,7.0,6.0,SLB,Wading_Activity,Unknown,Unprovoked,I,M,Y
1912.03.18,1912.0,3.0,18.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1912.02.22,1912.0,2.0,22.0,AUS,Scuba_Diving_Activity,Unknown,Provoked,I,M,N
1912.02.19,1912.0,2.0,19.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1912.02.03,1912.0,2.0,3.0,NCL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1912.01.26,1912.0,1.0,26.0,AUS,Swimming_Activity,Copper,Unprovoked,I,F,Y
1912.01.13.R,1912.0,1.0,13.0,OTH,Falling_Into_Water,Unknown,Unprovoked,U,U,Y
1912.01.06,1912.0,1.0,6.0,AUS,Unknown_Activity,Copper,Unprovoked,I,M,N
1912.01.01,1912.0,1.0,1.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1911.10.26,1911.0,10.0,26.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1911.10.25,1911.0,10.0,25.0,AUS,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1911.09.23,1911.0,9.0,23.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1911.09.20,1911.0,9.0,20.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1911.09.17,1911.0,9.0,17.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1911.07.31.R,1911.0,7.0,31.0,ESP,Wading_Activity,Unknown,Unprovoked,I,M,Y
1911.07.16.R,1911.0,7.0,16.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1911.05.09,1911.0,5.0,9.0,ZAF,Wading_Activity,Unknown,Unprovoked,I,M,Y
1911.05.01.R,1911.0,5.0,1.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1911.05.01,1911.0,5.0,1.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1911.04.08.R,1911.0,4.0,8.0,NZL,Fishing_Activity,Unknown,Watercraft,M,S,N
1911.03.29.R,1911.0,3.0,29.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1911.01.04,1911.0,1.0,4.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1910.12.23.R,1910.0,12.0,23.0,AUS,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1910.11.28,1910.0,11.0,28.0,OTH,Fishing_Activity,Unspecified_Angel,Provoked,I,M,N
1910.11.24,1910.0,11.0,24.0,AUS,Wading_Activity,Great_Blue,Unprovoked,I,M,N
1910.06.25.R,1910.0,6.0,25.0,MEX,Swimming_Activity,Unknown,Unprovoked,I,M,N
1910.06.08.R,1910.0,6.0,8.0,MOZ,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1910.03.31,1910.0,3.0,31.0,PAN,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1910.03.08,1910.0,3.0,8.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1910.02.16,1910.0,2.0,16.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1910.01.26,1910.0,1.0,26.0,AUS,Unknown_Activity,Unknown,Unprovoked,I,M,Y
1909.12.26.R,1909.0,12.0,26.0,USA,Unknown_Activity,Unknown,Unprovoked,I,M,N
1909.12.15.R,1909.0,12.0,15.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1909.12.05,1909.0,12.0,5.0,AUS,Fishing_Activity,Unknown,Provoked,I,M,N
1909.11.14,1909.0,11.0,14.0,IDN,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1909.09.04.R,1909.0,9.0,4.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1909.08.13,1909.0,8.0,13.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1909.07.24,1909.0,7.0,24.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,N
1909.07.15,1909.0,7.0,15.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1909.06.26.a.R,1909.0,6.0,26.0,MEX,Wading_Activity,Unknown,Unprovoked,I,F,Y
1909.06.26.b.R,1909.0,6.0,26.0,ZAF,Unknown_Activity,Unknown,Unprovoked,U,U,Y
1909.06.18,1909.0,6.0,18.0,AUS,Board_Activity,Unknown,Sea Disaster,I,M,Y
1909.04.27.R,1909.0,4.0,27.0,ESP,Fishing_Activity,Unknown,Provoked,I,M,N
1909.04.09.R,1909.0,4.0,9.0,OTH,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1909.03.06,1909.0,3.0,6.0,ZAF,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1908.12.31,1908.0,12.0,31.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1908.12.16.R,1908.0,12.0,16.0,MEX,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1908.09.21,1908.0,9.0,21.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1908.09.05,1908.0,9.0,5.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1908.08.28.R,1908.0,8.0,28.0,ESP,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1908.07.08.R,1908.0,7.0,8.0,HRV,Boat_Craft_Activity,Great_White,Unprovoked,I,F,Y
1908.06.18,1908.0,6.0,18.0,EGY,Sea_Disaster,Unknown,Unprovoked,I,M,Y
1908.06.08,1908.0,6.0,8.0,USA,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1908.06.02.R,1908.0,6.0,2.0,PNG,Unknown_Activity,Unknown,Sea Disaster,U,U,Y
1908.05.13,1908.0,5.0,13.0,IDN,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1908.01.08,1908.0,1.0,8.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1907.12.21,1907.0,12.0,21.0,AUS,Wading_Activity,Bull,Unprovoked,I,M,Y
1907.10.18.R,1907.0,10.0,18.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1907.10.16.R,1907.0,10.0,16.0,OTH,Fishing_Activity,Unknown,Unprovoked,M,S,N
1907.10.14,1907.0,10.0,14.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1907.10.08,1907.0,10.0,8.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1907.09.11,1907.0,9.0,11.0,HRV,Swimming_Activity,Unknown,Unprovoked,I,F,Y
1907.08.12.b..R,1907.0,8.0,12.0,HRV,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1907.08.12.a..R,1907.0,8.0,12.0,HRV,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1907.08.08.R,1907.0,8.0,8.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1907.07.14.R,1907.0,7.0,14.0,HRV,Swimming_Activity,Unknown,Unprovoked,I,F,Y
1907.04.20,1907.0,4.0,20.0,MEX,Wading_Activity,Unknown,Unprovoked,I,M,N
1907.03.26,1907.0,3.0,26.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1907.03.07,1907.0,3.0,7.0,OTH,Fishing_Activity,Great_White,Unprovoked,M,S,Y
1907.02.09,1907.0,2.0,9.0,PHL,Sea_Disaster,Unknown,Unprovoked,I,M,N
1907.02.05,1907.0,2.0,5.0,NZL,Wading_Activity,Unknown,Unprovoked,I,M,Y
1907.02.03,1907.0,2.0,3.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1906.11.16,1906.0,11.0,16.0,JAM,Fishing_Activity,Unknown,Unprovoked,I,M,N
1906.10.10.d.R,1906.0,10.0,10.0,USA,Unknown_Activity,Unknown,Unprovoked,I,U,N
1906.10.10.c.R,1906.0,10.0,10.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1906.10.10.b.R,1906.0,10.0,10.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,U,N
1906.10.10.a.R,1906.0,10.0,10.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1906.09.27.R.b,1906.0,9.0,27.0,IDN,Swimming_Activity,Unknown,Unprovoked,I,M,N
1906.09.27.R.a,1906.0,9.0,27.0,IDN,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1906.09.05.R,1906.0,9.0,5.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1906.08.20,1906.0,8.0,20.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1906.08.04,1906.0,8.0,4.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1906.07.05.R,1906.0,7.0,5.0,USA,Swimming_Activity,Unknown,Unprovoked,I,U,Y
1906.04.27.R,1906.0,4.0,27.0,IDN,Scuba_Diving_Activity,Unknown,Unprovoked,U,U,Y
1906.04.16,1906.0,4.0,16.0,AUS,Shark_Hunting_Activity,Unknown,Provoked,I,M,N
1906.04.14,1906.0,4.0,14.0,AUS,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1906.04.10.R.a & b,1906.0,4.0,10.0,IDN,Sea_Disaster,Unknown,Sea Disaster,I,M,Y
1906.01.28,1906.0,1.0,28.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1906.01.20,1906.0,1.0,20.0,ZAF,Wading_Activity,Unknown,Unprovoked,I,U,Y
1905.12.31,1905.0,12.0,31.0,ZAF,Wading_Activity,Unknown,Unprovoked,I,M,Y
1905.09.29,1905.0,9.0,29.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1905.07.29,1905.0,7.0,29.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,Y
1905.07.02,1905.0,7.0,2.0,IDN,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1905.05.22,1905.0,5.0,22.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1905.04.06,1905.0,4.0,6.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1905.03.26,1905.0,3.0,26.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1904.11.02,1904.0,11.0,2.0,PHL,Wading_Activity,Unknown,Unprovoked,I,M,N
1904.10.11.R,1904.0,10.0,11.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1904.07.28,1904.0,7.0,28.0,USA,Boat_Craft_Activity,Unknown,Unprovoked,M,S,N
1904.07.27,1904.0,7.0,27.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1904.07.01.R,1904.0,7.0,1.0,ITA,Swimming_Activity,Unknown,Unprovoked,U,U,Y
1904.02.07,1904.0,2.0,7.0,AUS,Scuba_Diving_Activity,Unknown,Unprovoked,I,M,Y
1904.02.04,1904.0,2.0,4.0,NZL,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1904.01.23,1904.0,1.0,23.0,NCL,Wading_Activity,Unknown,Unprovoked,I,M,Y
1903.10.04,1903.0,10.0,4.0,CUB,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1903.09.16.R,1903.0,9.0,16.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1903.06.21,1903.0,6.0,21.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1903.05.04,1903.0,5.0,4.0,MEX,Wading_Activity,Unknown,Unprovoked,M,S,Y
1903.03.20.R,1903.0,3.0,20.0,AUS,Misc_Activity,Unknown,Unprovoked,I,M,Y
1903.03.12,1903.0,3.0,12.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1903.01.10,1903.0,1.0,10.0,AUS,Unknown_Activity,Bull,Unprovoked,I,M,Y
1902.12.22.R,1902.0,12.0,22.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1902.11.10,1902.0,11.0,10.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1902.11.01.R,1902.0,11.0,1.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,N
1902.08.28.R,1902.0,8.0,28.0,ITA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1902.08.24.R,1902.0,8.0,24.0,HRV,Fishing_Activity,Unknown,Watercraft,M,S,N
1902.08.08,1902.0,8.0,8.0,USA,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,M,Y
1902.07.15,1902.0,7.0,15.0,ITA,Fishing_Activity,Unknown,Provoked,I,M,N
1902.07.06,1902.0,7.0,6.0,USA,Swimming_Activity,Unknown,Provoked,I,M,N
1902.06.02,1902.0,6.0,2.0,PHL,Unknown_Activity,Unknown,Unprovoked,I,U,N
1902.02.22.R,1902.0,2.0,22.0,NZL,Wading_Activity,Unknown,Provoked,I,M,N
1902.01.25.R,1902.0,1.0,25.0,AUS,Misc_Activity,Unknown,Unprovoked,I,M,Y
1902.01.19,1902.0,1.0,19.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1901.12.01,1901.0,12.0,1.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1901.09.23.R,1901.0,9.0,23.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1901.07.30,1901.0,7.0,30.0,ZAF,Swimming_Activity,Great_White,Unprovoked,I,M,Y
1901.06.24,1901.0,6.0,24.0,PHL,Swimming_Activity,Unknown,Unprovoked,I,M,N
1901.01.30,1901.0,1.0,30.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1900.12.27,1900.0,12.0,27.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,Y
1900.11.14,1900.0,11.0,14.0,ZAF,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1900.09.15,1900.0,9.0,15.0,AUS,Swimming_Activity,Unknown,Unprovoked,I,M,N
1900.09.13,1900.0,9.0,13.0,USA,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1900.09.05,1900.0,9.0,5.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1900.08.21,1900.0,8.0,21.0,USA,Wading_Activity,Unknown,Unprovoked,I,U,N
1900.07.31,1900.0,7.0,31.0,HRV,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1900.01.28,1900.0,1.0,28.0,AUS,Wading_Activity,Unknown,Unprovoked,I,M,N
1899.12.18,1899.0,12.0,18.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,N
1899.11.20,1899.0,11.0,20.0,PHL,Sea_Disaster,Unknown,Sea Disaster,U,U,Y
1899.10.28,1899.0,10.0,28.0,AUS,Fishing_Activity,Unknown,Watercraft,I,M,N
1899.10.12.b,1899.0,10.0,12.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1899.10.12.a,1899.0,10.0,12.0,OTH,Shellfish_Hunting_Activity,Unknown,Unprovoked,I,U,Y
1899.09.11.R,1899.0,9.0,11.0,MEX,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1899.08.23.R,1899.0,8.0,23.0,USA,Shark_Hunting_Activity,Basking,Provoked,M,S,Y
1899.08.15,1899.0,8.0,15.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1899.08.08.c,1899.0,8.0,8.0,EGY,Swimming_Activity,Unknown,Unprovoked,I,M,N
1899.08.08.b,1899.0,8.0,8.0,EGY,Wading_Activity,Unknown,Unprovoked,I,M,N
1899.08.08.a,1899.0,8.0,8.0,EGY,Wading_Activity,Unknown,Unprovoked,I,M,N
1899.07.08.R,1899.0,7.0,8.0,BHS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1899.06.07,1899.0,6.0,7.0,ITA,Fishing_Activity,Unknown,Provoked,M,S,N
1899.05.04.R,1899.0,5.0,4.0,ITA,Wading_Activity,Unknown,Unprovoked,I,M,Y
1898.12.28.R,1898.0,12.0,28.0,AUS,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1898.10.28,1898.0,10.0,28.0,USA,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1898.09.19.b.R,1898.0,9.0,19.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,U,N
1898.09.19.a.R,1898.0,9.0,19.0,OTH,Free_Diving_Activity,Unknown,Unprovoked,I,M,N
1898.09.07.R,1898.0,9.0,7.0,OTH,Falling_Into_Water,Unknown,Unprovoked,I,M,Y
1898.08.22,1898.0,8.0,22.0,USA,Swimming_Activity,Unknown,Unprovoked,I,M,N
1898.08.14.R,1898.0,8.0,14.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1898.07.15,1898.0,7.0,15.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1898.07.14,1898.0,7.0,14.0,OTH,Wading_Activity,Unknown,Unprovoked,I,U,Y
1898.06.22,1898.0,6.0,22.0,NCL,Sea_Disaster,Unknown,Unprovoked,M,S,Y
1898.04.13,1898.0,4.0,13.0,OTH,Sea_Disaster,Unknown,Sea Disaster,I,M,N
1898.01.24,1898.0,1.0,24.0,OTH,Swimming_Activity,Unknown,Unprovoked,M,S,Y
1897.12.04.R,1897.0,12.0,4.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1897.10.05.R,1897.0,10.0,5.0,OTH,Fishing_Activity,Unknown,Unprovoked,M,S,Y
1897.09.17,1897.0,9.0,17.0,USA,Fishing_Activity,Unknown,Provoked,I,M,N
1897.09.06,1897.0,9.0,6.0,USA,Wading_Activity,Unknown,Unprovoked,I,M,N
1897.07.21,1897.0,7.0,21.0,ZAF,Wading_Activity,Unknown,Unprovoked,I,M,Y
1897.06.09,1897.0,6.0,9.0,OTH,Sea_Disaster,Unknown,Sea Disaster,M,S,Y
1897.03.15.b.R,1897.0,3.0,15.0,OTH,Swimming_Activity,Unknown,Unprovoked,I,M,Y
1897.03.15.a.R,1897.0,3.0,15.0,USA,Fishing_Activity,Unknown,Unprovoked,I,M,Y
1896.12.23,1896.0,12.0,23.0,AUS,Fishing_Activity,Unknown,Watercraft,M,S,N
